Title,Year,Genre,Actor,Avg_rating,Number_of_ratings
Cząstki kobiety,2020,Dramat,Vanessa Kirby,7.1,26670
Cząstki kobiety,2020,Dramat,Shia LaBeouf,7.1,26670
Palmy w śniegu,2015,Dramat,Mario Casas,7.6,17870
Palmy w śniegu,2015,Dramat,Adriana Ugarte,7.6,17870
Małe kobietki,2019,Melodramat,Saoirse Ronan,7.4,69798
Małe kobietki,2019,Melodramat,Emma Watson,7.4,69798
Kwiat pustyni,2009,Biograficzny,Liya Kebede,7.7,131789
Kwiat pustyni,2009,Biograficzny,Sally Hawkins,7.7,131789
Kwiat pustyni,2009,Dramat,Liya Kebede,7.7,131789
Kwiat pustyni,2009,Dramat,Sally Hawkins,7.7,131789
To,2017,Horror,Jaeden Martell,6.7,157631
To,2017,Horror,Jeremy Ray Taylor,6.7,157631
Pokot,2017,Dramat,Agnieszka Mandat,6.3,68300
Pokot,2017,Dramat,Wiktor Zborowski,6.3,68300
Pokot,2017,Kryminał,Agnieszka Mandat,6.3,68300
Pokot,2017,Kryminał,Wiktor Zborowski,6.3,68300
"Tamte dni, tamte noce",2017,Melodramat,Armie Hammer,7.7,118602
"Tamte dni, tamte noce",2017,Melodramat,Timothée Chalamet,7.7,118602
Boże Ciało,2019,Obyczajowy,Bartosz Bielenia,7.7,190230
Boże Ciało,2019,Obyczajowy,Aleksandra Konieczna,7.7,190230
Lighthouse,2019,Dramat,Willem Dafoe,7.5,59543
Lighthouse,2019,Dramat,Robert Pattinson,7.5,59543
Lighthouse,2019,Horror,Willem Dafoe,7.5,59543
Lighthouse,2019,Horror,Robert Pattinson,7.5,59543
mother!,2017,Horror,Jennifer Lawrence,6.2,69481
mother!,2017,Horror,Javier Bardem,6.2,69481
mother!,2017,Psychologiczny,Jennifer Lawrence,6.2,69481
mother!,2017,Psychologiczny,Javier Bardem,6.2,69481
"Do wszystkich chłopców, których kochałam",2018,Romans,Lana Condor,6.8,66647
"Do wszystkich chłopców, których kochałam",2018,Romans,Noah Centineo,6.8,66647
"Do wszystkich chłopców, których kochałam",2018,Dla młodzieży,Lana Condor,6.8,66647
"Do wszystkich chłopców, których kochałam",2018,Dla młodzieży,Noah Centineo,6.8,66647
Kształt wody,2017,Fantasy,Sally Hawkins,6.4,125725
Kształt wody,2017,Fantasy,Michael Shannon,6.4,125725
Gra Geralda,2017,Thriller,Carla Gugino,6.0,36060
Gra Geralda,2017,Thriller,Bruce Greenwood,6.0,36060
Mulholland Drive,2001,Dramat,Naomi Watts,7.6,93113
Mulholland Drive,2001,Dramat,Laura Harring,7.6,93113
Mulholland Drive,2001,Thriller,Naomi Watts,7.6,93113
Mulholland Drive,2001,Thriller,Laura Harring,7.6,93113
Idol,2015,Dramat,Al Pacino,7.0,29034
Idol,2015,Dramat,Annette Bening,7.0,29034
Idol,2015,Komedia,Al Pacino,7.0,29034
Idol,2015,Komedia,Annette Bening,7.0,29034
Lobster,2015,Dramat,Colin Farrell,6.8,95380
Lobster,2015,Dramat,Rachel Weisz,6.8,95380
Lobster,2015,Sci-Fi,Colin Farrell,6.8,95380
Lobster,2015,Sci-Fi,Rachel Weisz,6.8,95380
Historia małżeńska,2019,Dramat,Scarlett Johansson,7.4,113608
Historia małżeńska,2019,Dramat,Adam Driver,7.4,113608
Historia małżeńska,2019,Komedia,Scarlett Johansson,7.4,113608
Historia małżeńska,2019,Komedia,Adam Driver,7.4,113608
Irlandczyk,2019,Biograficzny,Robert De Niro,7.1,95052
Irlandczyk,2019,Biograficzny,Al Pacino,7.1,95052
Irlandczyk,2019,Gangsterski,Robert De Niro,7.1,95052
Irlandczyk,2019,Gangsterski,Al Pacino,7.1,95052
Rocketman,2019,Biograficzny,Taron Egerton,7.2,61075
Rocketman,2019,Biograficzny,Jamie Bell,7.2,61075
Rocketman,2019,Dramat,Taron Egerton,7.2,61075
Rocketman,2019,Dramat,Jamie Bell,7.2,61075
Przemytnik,2018,Dramat,Clint Eastwood,7.0,71792
Przemytnik,2018,Dramat,Bradley Cooper,7.0,71792
Przemytnik,2018,Kryminał,Clint Eastwood,7.0,71792
Przemytnik,2018,Kryminał,Bradley Cooper,7.0,71792
Wielki Mike. The Blind Side,2009,Biograficzny,Sandra Bullock,7.7,153208
Wielki Mike. The Blind Side,2009,Biograficzny,Tim McGraw,7.7,153208
Wielki Mike. The Blind Side,2009,Dramat,Sandra Bullock,7.7,153208
Wielki Mike. The Blind Side,2009,Dramat,Tim McGraw,7.7,153208
Wielki Mike. The Blind Side,2009,Sportowy,Sandra Bullock,7.7,153208
Wielki Mike. The Blind Side,2009,Sportowy,Tim McGraw,7.7,153208
Skazaniec,2008,Dramat,Val Kilmer,7.6,79789
Skazaniec,2008,Dramat,Stephen Dorff,7.6,79789
Skazaniec,2008,Kryminał,Val Kilmer,7.6,79789
Skazaniec,2008,Kryminał,Stephen Dorff,7.6,79789
Dla niej wszystko,2010,Dramat,Russell Crowe,7.4,98486
Dla niej wszystko,2010,Dramat,Elizabeth Banks,7.4,98486
Dla niej wszystko,2010,Kryminał,Russell Crowe,7.4,98486
Dla niej wszystko,2010,Kryminał,Elizabeth Banks,7.4,98486
Dwóch papieży,2019,Dramat,Anthony Hopkins,7.3,107374
Dwóch papieży,2019,Dramat,Jonathan Pryce,7.3,107374
Dwóch papieży,2019,Religijny,Anthony Hopkins,7.3,107374
Dwóch papieży,2019,Religijny,Jonathan Pryce,7.3,107374
W samym sercu morza,2015,Dramat,Chris Hemsworth,6.8,41425
W samym sercu morza,2015,Dramat,Benjamin Walker,6.8,41425
W samym sercu morza,2015,Przygodowy,Chris Hemsworth,6.8,41425
W samym sercu morza,2015,Przygodowy,Benjamin Walker,6.8,41425
Moje córki krowy,2015,Dramat,Agata Kulesza,6.8,69787
Moje córki krowy,2015,Dramat,Gabriela Muskała,6.8,69787
Moje córki krowy,2015,Komedia,Agata Kulesza,6.8,69787
Moje córki krowy,2015,Komedia,Gabriela Muskała,6.8,69787
Myszy i ludzie,1992,Dramat obyczajowy,John Malkovich,7.9,19778
Myszy i ludzie,1992,Dramat obyczajowy,Gary Sinise,7.9,19778
Maudie,2016,Biograficzny,Sally Hawkins,7.8,12348
Maudie,2016,Biograficzny,Ethan Hawke,7.8,12348
Maudie,2016,Dramat,Sally Hawkins,7.8,12348
Maudie,2016,Dramat,Ethan Hawke,7.8,12348
Maudie,2016,Romans,Sally Hawkins,7.8,12348
Maudie,2016,Romans,Ethan Hawke,7.8,12348
"Krzysiu, gdzie jesteś?",2018,Familijny,Ewan McGregor,7.5,39722
"Krzysiu, gdzie jesteś?",2018,Familijny,Hayley Atwell,7.5,39722
Żegnaj Christopher Robin,2017,Biograficzny,Margot Robbie,7.4,10650
Żegnaj Christopher Robin,2017,Biograficzny,Domhnall Gleeson,7.4,10650
Żegnaj Christopher Robin,2017,Familijny,Margot Robbie,7.4,10650
Żegnaj Christopher Robin,2017,Familijny,Domhnall Gleeson,7.4,10650
Kafarnaum,2018,Dramat,Zain Al Rafeea,8.2,30022
Kafarnaum,2018,Dramat,Yordanos Shiferaw,8.2,30022
Połączenie,2013,Thriller,Halle Berry,7.3,87971
Połączenie,2013,Thriller,Abigail Breslin,7.3,87971
Joker,2019,Dramat,Joaquin Phoenix,8.3,299469
Joker,2019,Dramat,Robert De Niro,8.3,299469
Joker,2019,Kryminał,Joaquin Phoenix,8.3,299469
Joker,2019,Kryminał,Robert De Niro,8.3,299469
Joker,2019,Psychologiczny,Joaquin Phoenix,8.3,299469
Joker,2019,Psychologiczny,Robert De Niro,8.3,299469
Parasite,2019,Dramat,Kang-ho Song,8.1,164632
Parasite,2019,Dramat,Seon-gyun Lee,8.1,164632
Faworyta,2018,Biograficzny,Olivia Colman,7.5,76083
Faworyta,2018,Biograficzny,Emma Stone,7.5,76083
Faworyta,2018,Historyczny,Olivia Colman,7.5,76083
Faworyta,2018,Historyczny,Emma Stone,7.5,76083
Roma,2018,Dramat,Yalitza Aparicio,7.0,48011
Roma,2018,Dramat,Marina de Tavira,7.0,48011
"Kochając Pabla, nienawidząc Escobara",2017,Biograficzny,Javier Bardem,6.6,27805
"Kochając Pabla, nienawidząc Escobara",2017,Biograficzny,Penélope Cruz,6.6,27805
"Kochając Pabla, nienawidząc Escobara",2017,Dramat,Javier Bardem,6.6,27805
"Kochając Pabla, nienawidząc Escobara",2017,Dramat,Penélope Cruz,6.6,27805
"Kochając Pabla, nienawidząc Escobara",2017,Kryminał,Javier Bardem,6.6,27805
"Kochając Pabla, nienawidząc Escobara",2017,Kryminał,Penélope Cruz,6.6,27805
Mamma Mia! Here We Go Again,2018,Komedia,Lily James,6.8,64486
Mamma Mia! Here We Go Again,2018,Komedia,Amanda Seyfried,6.8,64486
Mamma Mia! Here We Go Again,2018,Musical,Lily James,6.8,64486
Mamma Mia! Here We Go Again,2018,Musical,Amanda Seyfried,6.8,64486
Searching,2018,Thriller,John Cho,6.8,30864
Searching,2018,Thriller,Debra Messing,6.8,30864
Niepamięć,2015,Dramat,Christopher Plummer,7.4,12118
Niepamięć,2015,Dramat,Dean Norris,7.4,12118
Gra o wszystko,2017,Biograficzny,Jessica Chastain,7.2,45980
Gra o wszystko,2017,Biograficzny,Idris Elba,7.2,45980
Gra o wszystko,2017,Dramat,Jessica Chastain,7.2,45980
Gra o wszystko,2017,Dramat,Idris Elba,7.2,45980
Kler,2018,Obyczajowy,Arkadiusz Jakubik,7.0,194823
Kler,2018,Obyczajowy,Robert Więckiewicz,7.0,194823
Mocna kawa wcale nie jest taka zła,2014,Krótkometrażowy,Marian Dziędziel,7.8,22259
Mocna kawa wcale nie jest taka zła,2014,Krótkometrażowy,Wojciech Mecwaldowski,7.8,22259
Green Book,2018,Dramat,Viggo Mortensen,8.2,214152
Green Book,2018,Dramat,Mahershala Ali,8.2,214152
Green Book,2018,Komedia,Viggo Mortensen,8.2,214152
Green Book,2018,Komedia,Mahershala Ali,8.2,214152
Fuga,2018,Thriller,Gabriela Muskała,6.5,17594
Fuga,2018,Thriller,Łukasz Simlat,6.5,17594
Fuga,2018,Psychologiczny,Gabriela Muskała,6.5,17594
Fuga,2018,Psychologiczny,Łukasz Simlat,6.5,17594
Skazany,2017,Dramat,Nikolaj Coster-Waldau,7.4,44344
Skazany,2017,Dramat,Omari Hardwick,7.4,44344
Skazany,2017,Thriller,Nikolaj Coster-Waldau,7.4,44344
Skazany,2017,Thriller,Omari Hardwick,7.4,44344
Czarne lustro: Bandersnatch,2018,Thriller,Fionn Whitehead,6.9,72025
Czarne lustro: Bandersnatch,2018,Thriller,Craig Parkinson,6.9,72025
Czarne lustro: Bandersnatch,2018,Sci-Fi,Fionn Whitehead,6.9,72025
Czarne lustro: Bandersnatch,2018,Sci-Fi,Craig Parkinson,6.9,72025
Tully,2018,Dramat,Charlize Theron,6.8,34348
Tully,2018,Dramat,Mackenzie Davis,6.8,34348
Tully,2018,Komedia,Charlize Theron,6.8,34348
Tully,2018,Komedia,Mackenzie Davis,6.8,34348
Ballada o Busterze Scruggsie,2018,Western,Tim Blake Nelson,7.0,36019
Ballada o Busterze Scruggsie,2018,Western,James Franco,7.0,36019
Zakochana Jane,2007,Biograficzny,Anne Hathaway,7.4,46254
Zakochana Jane,2007,Biograficzny,James McAvoy,7.4,46254
Zakochana Jane,2007,Melodramat,Anne Hathaway,7.4,46254
Zakochana Jane,2007,Melodramat,James McAvoy,7.4,46254
S@motność w sieci,2006,Melodramat,Magdalena Cielecka,4.6,32088
S@motność w sieci,2006,Melodramat,Andrzej Chyra,4.6,32088
Ponad wszystko,2017,Melodramat,Amandla Stenberg,6.5,37828
Ponad wszystko,2017,Melodramat,Nick Robinson,6.5,37828
Whitney,2018,Dokumentalny,Bobby Brown,7.2,16451
Whitney,2018,Dokumentalny,Cissy Houston,7.2,16451
Pierwszy człowiek,2018,Biograficzny,Ryan Gosling,7.2,67295
Pierwszy człowiek,2018,Biograficzny,Claire Foy,7.2,67295
Pierwszy człowiek,2018,Dramat,Ryan Gosling,7.2,67295
Pierwszy człowiek,2018,Dramat,Claire Foy,7.2,67295
Chłopiec z latawcem,2007,Dramat,Shaun Toub,7.6,18671
Chłopiec z latawcem,2007,Dramat,Khalid Abdalla,7.6,18671
Początek,2014,Dramat,Michael Pitt,7.5,65614
Początek,2014,Dramat,Brit Marling,7.5,65614
Początek,2014,Sci-Fi,Michael Pitt,7.5,65614
Początek,2014,Sci-Fi,Brit Marling,7.5,65614
Zimna wojna,2018,Melodramat,Joanna Kulig,7.6,129645
Zimna wojna,2018,Melodramat,Tomasz Kot,7.6,129645
Cicha noc,2017,Dramat,Dawid Ogrodnik,7.3,89651
Cicha noc,2017,Dramat,Tomasz Ziętek,7.3,89651
Cicha noc,2017,Komedia,Dawid Ogrodnik,7.3,89651
Cicha noc,2017,Komedia,Tomasz Ziętek,7.3,89651
Cicha noc,2017,Świąteczny,Dawid Ogrodnik,7.3,89651
Cicha noc,2017,Świąteczny,Tomasz Ziętek,7.3,89651
"Jestem najlepsza. Ja, Tonya",2017,Biograficzny,Margot Robbie,7.5,62795
"Jestem najlepsza. Ja, Tonya",2017,Biograficzny,Sebastian Stan,7.5,62795
"Jestem najlepsza. Ja, Tonya",2017,Dramat,Margot Robbie,7.5,62795
"Jestem najlepsza. Ja, Tonya",2017,Dramat,Sebastian Stan,7.5,62795
"Jestem najlepsza. Ja, Tonya",2017,Sportowy,Margot Robbie,7.5,62795
"Jestem najlepsza. Ja, Tonya",2017,Sportowy,Sebastian Stan,7.5,62795
Instynkt,1999,Dramat,Anthony Hopkins,7.5,16755
Instynkt,1999,Dramat,Cuba Gooding Jr.,7.5,16755
Instynkt,1999,Thriller,Anthony Hopkins,7.5,16755
Instynkt,1999,Thriller,Cuba Gooding Jr.,7.5,16755
Narodziny gwiazdy,2018,Dramat,Lady Gaga,7.4,187043
Narodziny gwiazdy,2018,Dramat,Bradley Cooper,7.4,187043
Narodziny gwiazdy,2018,Muzyczny,Lady Gaga,7.4,187043
Narodziny gwiazdy,2018,Muzyczny,Bradley Cooper,7.4,187043
Bridget Jones 3,2016,Komedia rom.,Renée Zellweger,7.1,134722
Bridget Jones 3,2016,Komedia rom.,Colin Firth,7.1,134722
Bez miłości ani słowa ,2012,Komedia,Greg Kinnear,7.3,53181
Bez miłości ani słowa ,2012,Komedia,Jennifer Connelly,7.3,53181
Bez miłości ani słowa ,2012,Dramat obyczajowy,Greg Kinnear,7.3,53181
Bez miłości ani słowa ,2012,Dramat obyczajowy,Jennifer Connelly,7.3,53181
Był sobie pies,2017,Familijny,Josh Gad,7.8,63909
Był sobie pies,2017,Familijny,Dennis Quaid,7.8,63909
Był sobie pies,2017,Komedia,Josh Gad,7.8,63909
Był sobie pies,2017,Komedia,Dennis Quaid,7.8,63909
Planeta Singli 2,2018,Komedia rom.,Agnieszka Więdłocha,6.4,61415
Planeta Singli 2,2018,Komedia rom.,Maciej Stuhr,6.4,61415
Planeta Singli 2,2018,Świąteczny,Agnieszka Więdłocha,6.4,61415
Planeta Singli 2,2018,Świąteczny,Maciej Stuhr,6.4,61415
Mary i Max,2009,Animacja,Toni Collette,7.9,52323
Mary i Max,2009,Animacja,Philip Seymour Hoffman,7.9,52323
Mary i Max,2009,Dramat,Toni Collette,7.9,52323
Mary i Max,2009,Dramat,Philip Seymour Hoffman,7.9,52323
Mary i Max,2009,Komedia,Toni Collette,7.9,52323
Mary i Max,2009,Komedia,Philip Seymour Hoffman,7.9,52323
Dom z piasku i mgły,2003,Dramat,Jennifer Connelly,7.4,22298
Dom z piasku i mgły,2003,Dramat,Ben Kingsley,7.4,22298
Dom z piasku i mgły,2003,Psychologiczny,Jennifer Connelly,7.4,22298
Dom z piasku i mgły,2003,Psychologiczny,Ben Kingsley,7.4,22298
Sama przeciw wszystkim,2016,Dramat,Jessica Chastain,7.6,33726
Sama przeciw wszystkim,2016,Dramat,Mark Strong,7.6,33726
Wieczór gier,2018,Komedia,Jason Bateman,6.4,83754
Wieczór gier,2018,Komedia,Rachel McAdams,6.4,83754
"Trzy billboardy za Ebbing, Missouri",2017,Dramat,Frances McDormand,7.9,214362
"Trzy billboardy za Ebbing, Missouri",2017,Dramat,Woody Harrelson,7.9,214362
Niewygodna prawda,2010,Dramat,Rachel Weisz,7.4,20117
Niewygodna prawda,2010,Dramat,Vanessa Redgrave,7.4,20117
Niewygodna prawda,2010,Sensacyjny,Rachel Weisz,7.4,20117
Niewygodna prawda,2010,Sensacyjny,Vanessa Redgrave,7.4,20117
Wróg numer jeden,2012,Thriller,Jessica Chastain,7.1,67980
Wróg numer jeden,2012,Thriller,Jason Clarke,7.1,67980
Wróg numer jeden,2012,Szpiegowski,Jessica Chastain,7.1,67980
Wróg numer jeden,2012,Szpiegowski,Jason Clarke,7.1,67980
Koniec niewinności,1995,Dramat obyczajowy,Christina Ricci,7.4,7116
Koniec niewinności,1995,Dramat obyczajowy,Thora Birch,7.4,7116
Strażnicy Galaktyki vol. 2,2017,Akcja,Chris Pratt,7.6,164150
Strażnicy Galaktyki vol. 2,2017,Akcja,Zoe Saldana,7.6,164150
Strażnicy Galaktyki vol. 2,2017,Sci-Fi,Chris Pratt,7.6,164150
Strażnicy Galaktyki vol. 2,2017,Sci-Fi,Zoe Saldana,7.6,164150
Na śmierć i życie,2013,Biograficzny,Daniel Radcliffe,7.0,21602
Na śmierć i życie,2013,Biograficzny,Dane DeHaan,7.0,21602
Na śmierć i życie,2013,Melodramat,Daniel Radcliffe,7.0,21602
Na śmierć i życie,2013,Melodramat,Dane DeHaan,7.0,21602
Na śmierć i życie,2013,Thriller,Daniel Radcliffe,7.0,21602
Na śmierć i życie,2013,Thriller,Dane DeHaan,7.0,21602
Sztuka dorastania,2011,Melodramat,Freddie Highmore,6.7,39014
Sztuka dorastania,2011,Melodramat,Emma Roberts,6.7,39014
Cudowny chłopak,2017,Dramat,Julia Roberts,7.7,121261
Cudowny chłopak,2017,Dramat,Owen Wilson,7.7,121261
Cudowny chłopak,2017,Komedia,Julia Roberts,7.7,121261
Cudowny chłopak,2017,Komedia,Owen Wilson,7.7,121261
Cudowny chłopak,2017,Obyczajowy,Julia Roberts,7.7,121261
Cudowny chłopak,2017,Obyczajowy,Owen Wilson,7.7,121261
Kac Vegas w Bangkoku,2011,Komedia,Bradley Cooper,6.9,314071
Kac Vegas w Bangkoku,2011,Komedia,Ed Helms,6.9,314071
Snajper,2014,Biograficzny,Bradley Cooper,7.6,245649
Snajper,2014,Biograficzny,Sienna Miller,7.6,245649
Snajper,2014,Dramat,Bradley Cooper,7.6,245649
Snajper,2014,Dramat,Sienna Miller,7.6,245649
Snajper,2014,Wojenny,Bradley Cooper,7.6,245649
Snajper,2014,Wojenny,Sienna Miller,7.6,245649
Powrót do przyszłości,1985,Komedia,Michael J. Fox,7.4,336334
Powrót do przyszłości,1985,Komedia,Christopher Lloyd,7.4,336334
Powrót do przyszłości,1985,Przygodowy,Michael J. Fox,7.4,336334
Powrót do przyszłości,1985,Przygodowy,Christopher Lloyd,7.4,336334
Powrót do przyszłości,1985,Sci-Fi,Michael J. Fox,7.4,336334
Powrót do przyszłości,1985,Sci-Fi,Christopher Lloyd,7.4,336334
American Pie,1999,Komedia,Jason Biggs,6.5,364559
American Pie,1999,Komedia,Chris Klein,6.5,364559
Kevin sam w domu,1990,Familijny,Macaulay Culkin,7.1,418689
Kevin sam w domu,1990,Familijny,Joe Pesci,7.1,418689
Kevin sam w domu,1990,Świąteczny,Macaulay Culkin,7.1,418689
Kevin sam w domu,1990,Świąteczny,Joe Pesci,7.1,418689
Kevin sam w domu,1990,Komedia,Macaulay Culkin,7.1,418689
Kevin sam w domu,1990,Komedia,Joe Pesci,7.1,418689
Epoka lodowcowa,2002,Animacja,Cezary Pazura,7.6,490063
Epoka lodowcowa,2002,Animacja,Piotr Fronczewski,7.6,490063
Epoka lodowcowa,2002,Komedia,Cezary Pazura,7.6,490063
Epoka lodowcowa,2002,Komedia,Piotr Fronczewski,7.6,490063
Epoka lodowcowa,2002,Przygodowy,Cezary Pazura,7.6,490063
Epoka lodowcowa,2002,Przygodowy,Piotr Fronczewski,7.6,490063
Hobbit: Niezwykła podróż,2012,Fantasy,Martin Freeman,7.6,393152
Hobbit: Niezwykła podróż,2012,Fantasy,Ian McKellen,7.6,393152
Hobbit: Niezwykła podróż,2012,Przygodowy,Martin Freeman,7.6,393152
Hobbit: Niezwykła podróż,2012,Przygodowy,Ian McKellen,7.6,393152
Bruce Wszechmogący,2003,Fantasy,Jim Carrey,6.9,482882
Bruce Wszechmogący,2003,Fantasy,Morgan Freeman,6.9,482882
Bruce Wszechmogący,2003,Komedia,Jim Carrey,6.9,482882
Bruce Wszechmogący,2003,Komedia,Morgan Freeman,6.9,482882
Fortepian,1993,Kostiumowy,Holly Hunter,7.8,51231
Fortepian,1993,Kostiumowy,Harvey Keitel,7.8,51231
Fortepian,1993,Melodramat,Holly Hunter,7.8,51231
Fortepian,1993,Melodramat,Harvey Keitel,7.8,51231
Contratiempo. Niewidzialny gość,2016,Kryminał,Mario Casas,8.0,140777
Contratiempo. Niewidzialny gość,2016,Kryminał,Ana Wagener,8.0,140777
Kroniki portowe,2001,Dramat obyczajowy,Kevin Spacey,7.3,24831
Kroniki portowe,2001,Dramat obyczajowy,Julianne Moore,7.3,24831
Najlepszy,2017,Biograficzny,Jakub Gierszał,8.0,100323
Najlepszy,2017,Biograficzny,Kamila Kamińska,8.0,100323
Najlepszy,2017,Obyczajowy,Jakub Gierszał,8.0,100323
Najlepszy,2017,Obyczajowy,Kamila Kamińska,8.0,100323
Najlepszy,2017,Sportowy,Jakub Gierszał,8.0,100323
Najlepszy,2017,Sportowy,Kamila Kamińska,8.0,100323
Mechanik,2004,Dramat,Christian Bale,7.6,136014
Mechanik,2004,Dramat,Jennifer Jason Leigh,7.6,136014
Mechanik,2004,Thriller,Christian Bale,7.6,136014
Mechanik,2004,Thriller,Jennifer Jason Leigh,7.6,136014
Światło między oceanami,2016,Dramat,Michael Fassbender,7.3,59763
Światło między oceanami,2016,Dramat,Alicia Vikander,7.3,59763
Płoty,2016,Dramat,Denzel Washington,6.8,19407
Płoty,2016,Dramat,Viola Davis,6.8,19407
Notatki o skandalu,2006,Dramat,Judi Dench,7.4,34727
Notatki o skandalu,2006,Dramat,Cate Blanchett,7.4,34727
Notatki o skandalu,2006,Thriller,Judi Dench,7.4,34727
Notatki o skandalu,2006,Thriller,Cate Blanchett,7.4,34727
Dunkierka,2017,Dramat,Fionn Whitehead,7.3,175894
Dunkierka,2017,Dramat,Tom Glynn-Carney,7.3,175894
Dunkierka,2017,Wojenny,Fionn Whitehead,7.3,175894
Dunkierka,2017,Wojenny,Tom Glynn-Carney,7.3,175894
"Kocha, lubi, szanuje",2011,Dramat,Steve Carell,7.4,219987
"Kocha, lubi, szanuje",2011,Dramat,Ryan Gosling,7.4,219987
"Kocha, lubi, szanuje",2011,Komedia,Steve Carell,7.4,219987
"Kocha, lubi, szanuje",2011,Komedia,Ryan Gosling,7.4,219987
"Kocha, lubi, szanuje",2011,Romans,Steve Carell,7.4,219987
"Kocha, lubi, szanuje",2011,Romans,Ryan Gosling,7.4,219987
Ukojenie,2015,Thriller,Anthony Hopkins,6.8,35511
Ukojenie,2015,Thriller,Colin Farrell,6.8,35511
Nowy początek,2016,Thriller,Amy Adams,7.3,182068
Nowy początek,2016,Thriller,Jeremy Renner,7.3,182068
Nowy początek,2016,Sci-Fi,Amy Adams,7.3,182068
Nowy początek,2016,Sci-Fi,Jeremy Renner,7.3,182068
Wstrząs,2015,Dramat,Will Smith,7.3,66993
Wstrząs,2015,Dramat,Alec Baldwin,7.3,66993
Śmiertelna wyliczanka,2002,Dramat,Sandra Bullock,6.8,36159
Śmiertelna wyliczanka,2002,Dramat,Ben Chaplin,6.8,36159
Śmiertelna wyliczanka,2002,Kryminał,Sandra Bullock,6.8,36159
Śmiertelna wyliczanka,2002,Kryminał,Ben Chaplin,6.8,36159
Śmiertelna wyliczanka,2002,Thriller,Sandra Bullock,6.8,36159
Śmiertelna wyliczanka,2002,Thriller,Ben Chaplin,6.8,36159
Nerve,2016,Thriller,Emma Roberts,6.8,110935
Nerve,2016,Thriller,Dave Franco,6.8,110935
American Gangster,2007,Biograficzny,Denzel Washington,7.8,199767
American Gangster,2007,Biograficzny,Russell Crowe,7.8,199767
American Gangster,2007,Dramat,Denzel Washington,7.8,199767
American Gangster,2007,Dramat,Russell Crowe,7.8,199767
American Gangster,2007,Kryminał,Denzel Washington,7.8,199767
American Gangster,2007,Kryminał,Russell Crowe,7.8,199767
Trener,2005,Biograficzny,Samuel L. Jackson,7.8,103800
Trener,2005,Biograficzny,Rob Brown,7.8,103800
Trener,2005,Dramat,Samuel L. Jackson,7.8,103800
Trener,2005,Dramat,Rob Brown,7.8,103800
Trener,2005,Sportowy,Samuel L. Jackson,7.8,103800
Trener,2005,Sportowy,Rob Brown,7.8,103800
Instrukcji nie załączono,2013,Dramat,Eugenio Derbez,7.4,11921
Instrukcji nie załączono,2013,Dramat,Jessica Lindsey,7.4,11921
Instrukcji nie załączono,2013,Komedia,Eugenio Derbez,7.4,11921
Instrukcji nie załączono,2013,Komedia,Jessica Lindsey,7.4,11921
Zwierzęta nocy,2016,Thriller,Amy Adams,7.2,132424
Zwierzęta nocy,2016,Thriller,Jake Gyllenhaal,7.2,132424
Ile waży koń trojański?,2008,Komedia,Ilona Ostrowska,6.2,84774
Ile waży koń trojański?,2008,Komedia,Maciej Marczewski,6.2,84774
Walentynki,2010,Komedia rom.,Jessica Alba,6.1,85221
Walentynki,2010,Komedia rom.,Kathy Bates,6.1,85221
Cloverfield Lane 10,2016,Thriller,John Goodman,6.5,99097
Cloverfield Lane 10,2016,Thriller,Mary Elizabeth Winstead,6.5,99097
Cloverfield Lane 10,2016,Sci-Fi,John Goodman,6.5,99097
Cloverfield Lane 10,2016,Sci-Fi,Mary Elizabeth Winstead,6.5,99097
"Za jakie grzechy, dobry Boże?",2014,Komedia,Christian Clavier,7.4,132464
"Za jakie grzechy, dobry Boże?",2014,Komedia,Chantal Lauby,7.4,132464
Dziewczyna z portretu,2015,Biograficzny,Eddie Redmayne,7.2,98629
Dziewczyna z portretu,2015,Biograficzny,Alicia Vikander,7.2,98629
Dziewczyna z portretu,2015,Dramat,Eddie Redmayne,7.2,98629
Dziewczyna z portretu,2015,Dramat,Alicia Vikander,7.2,98629
Odmieniec,2012,Dramat,Talulah Riley,6.9,4096
Odmieniec,2012,Dramat,Harry Shum Jr.,6.9,4096
Podróż na sto stóp,2014,Dramat,Helen Mirren,7.2,43940
Podróż na sto stóp,2014,Dramat,Om Puri,7.2,43940
Podróż na sto stóp,2014,Komedia,Helen Mirren,7.2,43940
Podróż na sto stóp,2014,Komedia,Om Puri,7.2,43940
Hotel Marigold,2011,Dramat,Judi Dench,7.0,33519
Hotel Marigold,2011,Dramat,Bill Nighy,7.0,33519
Hotel Marigold,2011,Komedia,Judi Dench,7.0,33519
Hotel Marigold,2011,Komedia,Bill Nighy,7.0,33519
Ona,2013,Melodramat,Joaquin Phoenix,7.5,167003
Ona,2013,Melodramat,Scarlett Johansson,7.5,167003
Ona,2013,Sci-Fi,Joaquin Phoenix,7.5,167003
Ona,2013,Sci-Fi,Scarlett Johansson,7.5,167003
Once,2007,Dramat,Glen Hansard,7.5,52425
Once,2007,Dramat,Markéta Irglová,7.5,52425
Once,2007,Romans,Glen Hansard,7.5,52425
Once,2007,Romans,Markéta Irglová,7.5,52425
Once,2007,Muzyczny,Glen Hansard,7.5,52425
Once,2007,Muzyczny,Markéta Irglová,7.5,52425
McImperium,2016,Biograficzny,Michael Keaton,6.9,79209
McImperium,2016,Biograficzny,B.J. Novak,6.9,79209
