Title,Year,Genre,Actor,Avg_rating,Number_of_ratings
Barbershop 2: Z powrotem w interesie,2004,Komedia obycz.,Ice Cube,6.3,2819
Barbershop,2002,Komedia obycz.,Eve,6.5,4607
Barbershop,2002,Komedia obycz.,Leonard Earl Howze,6.5,4607
Barbershop 3: Na ostro,2016,Komedia,Ice Cube,5.7,2140
Barbershop 3: Na ostro,2016,Komedia,Cedric the Entertainer,5.7,2140
Naciągacze,2003,Komedia kryminalna,Nicolas Cage,7.2,50130
Naciągacze,2003,Komedia kryminalna,Sam Rockwell,7.2,50130
Evan Wszechmogący,2007,Fantasy,Steve Carell,5.9,103015
Evan Wszechmogący,2007,Fantasy,Morgan Freeman,5.9,103015
Evan Wszechmogący,2007,Komedia,Steve Carell,5.9,103015
Evan Wszechmogący,2007,Komedia,Morgan Freeman,5.9,103015
Bad Boys II,2003,Sensacyjny,Martin Lawrence,7.4,107956
Bad Boys II,2003,Sensacyjny,Will Smith,7.4,107956
Miłość Larsa,2007,Dramat,Ryan Gosling,7.2,48432
Miłość Larsa,2007,Dramat,Emily Mortimer,7.2,48432
Miłość Larsa,2007,Komedia,Ryan Gosling,7.2,48432
Miłość Larsa,2007,Komedia,Emily Mortimer,7.2,48432
Prorok,2009,Dramat,Tahar Rahim,7.3,33784
Prorok,2009,Dramat,Niels Arestrup,7.3,33784
Prorok,2009,Kryminał,Tahar Rahim,7.3,33784
Prorok,2009,Kryminał,Niels Arestrup,7.3,33784
Ostatni Władca Wiatru,2010,Fantasy,Noah Ringer,5.3,49347
Ostatni Władca Wiatru,2010,Fantasy,Dev Patel,5.3,49347
Ostatni Władca Wiatru,2010,Przygodowy,Noah Ringer,5.3,49347
Ostatni Władca Wiatru,2010,Przygodowy,Dev Patel,5.3,49347
Pakt z diabłem,2015,Dramat,Johnny Depp,6.7,52292
Pakt z diabłem,2015,Dramat,Joel Edgerton,6.7,52292
Pakt z diabłem,2015,Kryminał,Johnny Depp,6.7,52292
Pakt z diabłem,2015,Kryminał,Joel Edgerton,6.7,52292
Księga życia,2014,Animacja,Diego Luna,7.6,29506
Księga życia,2014,Animacja,Zoe Saldana,7.6,29506
Księga życia,2014,Fantasy,Diego Luna,7.6,29506
Księga życia,2014,Fantasy,Zoe Saldana,7.6,29506
Księga życia,2014,Przygodowy,Diego Luna,7.6,29506
Księga życia,2014,Przygodowy,Zoe Saldana,7.6,29506
Szefowie wrogowie 2,2014,Komedia kryminalna,Jason Bateman,6.2,57809
Szefowie wrogowie 2,2014,Komedia kryminalna,Jason Sudeikis,6.2,57809
Dar,2015,Thriller,Jason Bateman,6.5,35017
Dar,2015,Thriller,Rebecca Hall,6.5,35017
Koszmar z ulicy Wiązów,2010,Horror,Jackie Earle Haley,6.0,57854
Koszmar z ulicy Wiązów,2010,Horror,Kyle Gallner,6.0,57854
Abraham Lincoln: Łowca wampirów 3D,2012,Fantasy,Benjamin Walker,5.6,53524
Abraham Lincoln: Łowca wampirów 3D,2012,Fantasy,Dominic Cooper,5.6,53524
Abraham Lincoln: Łowca wampirów 3D,2012,Horror,Benjamin Walker,5.6,53524
Abraham Lincoln: Łowca wampirów 3D,2012,Horror,Dominic Cooper,5.6,53524
Abraham Lincoln: Łowca wampirów 3D,2012,Akcja,Benjamin Walker,5.6,53524
Abraham Lincoln: Łowca wampirów 3D,2012,Akcja,Dominic Cooper,5.6,53524
Pingwiny z Madagaskaru,2014,Animacja,Tom McGrath,6.8,87283
Pingwiny z Madagaskaru,2014,Animacja,Chris Miller,6.8,87283
Pingwiny z Madagaskaru,2014,Familijny,Tom McGrath,6.8,87283
Pingwiny z Madagaskaru,2014,Familijny,Chris Miller,6.8,87283
Pingwiny z Madagaskaru,2014,Komedia,Tom McGrath,6.8,87283
Pingwiny z Madagaskaru,2014,Komedia,Chris Miller,6.8,87283
Pingwiny z Madagaskaru,2014,Przygodowy,Tom McGrath,6.8,87283
Pingwiny z Madagaskaru,2014,Przygodowy,Chris Miller,6.8,87283
Mama,2013,Horror,Jessica Chastain,5.9,86869
Mama,2013,Horror,Nikolaj Coster-Waldau,5.9,86869
300: Początek imperium,2014,Dramat,Sullivan Stapleton,6.1,94575
300: Początek imperium,2014,Dramat,Eva Green,6.1,94575
300: Początek imperium,2014,Akcja,Sullivan Stapleton,6.1,94575
300: Początek imperium,2014,Akcja,Eva Green,6.1,94575
Giganci ze stali,2011,Akcja,Hugh Jackman,6.9,98844
Giganci ze stali,2011,Akcja,Dakota Goyo,6.9,98844
Giganci ze stali,2011,Sci-Fi,Hugh Jackman,6.9,98844
Giganci ze stali,2011,Sci-Fi,Dakota Goyo,6.9,98844
RRRrrrr!!!,2004,Komedia,Gilles Conseil,6.3,101888
RRRrrrr!!!,2004,Komedia,Gaëlle Cohen,6.3,101888
Ali G,2002,Komedia,Sacha Baron Cohen,6.5,64063
Ali G,2002,Komedia,Michael Gambon,6.5,64063
Punisher,2004,Sensacyjny,Thomas Jane,6.6,54104
Punisher,2004,Sensacyjny,John Travolta,6.6,54104
Nowożeńcy,2003,Komedia rom.,Ashton Kutcher,6.2,28497
Nowożeńcy,2003,Komedia rom.,Brittany Murphy,6.2,28497
Bez reguł,2010,Thriller,Samuel L. Jackson,7.4,53301
Bez reguł,2010,Thriller,Carrie-Anne Moss,7.4,53301
xXx,2002,Akcja,Vin Diesel,6.6,102903
xXx,2002,Akcja,Samuel L. Jackson,6.6,102903
Zrodzony w ogniu,2013,Thriller,Christian Bale,6.7,32050
Zrodzony w ogniu,2013,Thriller,Woody Harrelson,6.7,32050
Ścigani,2009,Dramat,Harrison Ford,7.0,12408
Ścigani,2009,Dramat,Ray Liotta,7.0,12408
W krzywym zwierciadle: Strzelając śmiechem,1993,Akcja,Samuel L. Jackson,7.0,25757
W krzywym zwierciadle: Strzelając śmiechem,1993,Akcja,Emilio Estevez,7.0,25757
W krzywym zwierciadle: Strzelając śmiechem,1993,Komedia kryminalna,Samuel L. Jackson,7.0,25757
W krzywym zwierciadle: Strzelając śmiechem,1993,Komedia kryminalna,Emilio Estevez,7.0,25757
Stalowy gigant,1999,Animacja,Eli Marienthal,7.7,29547
Stalowy gigant,1999,Animacja,Harry Connick Jr.,7.7,29547
Stalowy gigant,1999,Familijny,Eli Marienthal,7.7,29547
Stalowy gigant,1999,Familijny,Harry Connick Jr.,7.7,29547
Stalowy gigant,1999,Sci-Fi,Eli Marienthal,7.7,29547
Stalowy gigant,1999,Sci-Fi,Harry Connick Jr.,7.7,29547
Cienki Bolek,2015,Komedia,Kevin Hart,6.2,33590
Cienki Bolek,2015,Komedia,Will Ferrell,6.2,33590
Prawdziwa jazda,2014,Komedia,Ice Cube,6.4,25168
Prawdziwa jazda,2014,Komedia,Kevin Hart,6.4,25168
Prawdziwa jazda,2014,Akcja,Ice Cube,6.4,25168
Prawdziwa jazda,2014,Akcja,Kevin Hart,6.4,25168
Superhero,2008,Komedia,Drake Bell,5.7,33210
Superhero,2008,Komedia,Sara Paxton,5.7,33210
Zombie SS,2009,Horror,Stig Frode Henriksen,5.5,18768
Zombie SS,2009,Horror,Ørjan Gamst,5.5,18768
Zombie SS,2009,Czarna komedia,Stig Frode Henriksen,5.5,18768
Zombie SS,2009,Czarna komedia,Ørjan Gamst,5.5,18768
Kibolski świat,2013,Dramat,Aleksandr Ratnikov,7.4,12279
Kibolski świat,2013,Dramat,Pavel Erlikov,7.4,12279
Koliber,2013,Dramat,Jason Statham,6.5,48035
Koliber,2013,Dramat,Agata Buzek,6.5,48035
Koliber,2013,Sensacyjny,Jason Statham,6.5,48035
Koliber,2013,Sensacyjny,Agata Buzek,6.5,48035
Hooligans 2: Do ostatniej krwi,2009,Dramat,Ross McCall,6.2,29261
Hooligans 2: Do ostatniej krwi,2009,Dramat,Nicky Holender,6.2,29261
Hooligans 2: Do ostatniej krwi,2009,Kryminał,Ross McCall,6.2,29261
Hooligans 2: Do ostatniej krwi,2009,Kryminał,Nicky Holender,6.2,29261
Hooligans 2: Do ostatniej krwi,2009,Sportowy,Ross McCall,6.2,29261
Hooligans 2: Do ostatniej krwi,2009,Sportowy,Nicky Holender,6.2,29261
Hooligans,2005,Dramat,Elijah Wood,7.5,356862
Hooligans,2005,Dramat,Charlie Hunnam,7.5,356862
Ip Man,2008,Biograficzny,Donnie Yen,7.9,72178
Ip Man,2008,Biograficzny,Simon Yam,7.9,72178
Ip Man,2008,Sztuki walki,Donnie Yen,7.9,72178
Ip Man,2008,Sztuki walki,Simon Yam,7.9,72178
Po prostu walcz!,2008,Dramat,Sean Faris,7.3,92511
Po prostu walcz!,2008,Dramat,Amber Heard,7.3,92511
Po prostu walcz!,2008,Akcja,Sean Faris,7.3,92511
Po prostu walcz!,2008,Akcja,Amber Heard,7.3,92511
Po prostu walcz!,2008,Sportowy,Sean Faris,7.3,92511
Po prostu walcz!,2008,Sportowy,Amber Heard,7.3,92511
Bad Boys,1995,Sensacyjny,Martin Lawrence,7.4,167232
Bad Boys,1995,Sensacyjny,Will Smith,7.4,167232
A Haunted House 2,2014,Czarna komedia,Marlon Wayans,5.9,9977
A Haunted House 2,2014,Czarna komedia,Gabriel Iglesias,5.9,9977
Dom bardzo nawiedzony,2013,Czarna komedia,Marlon Wayans,6.1,29292
Dom bardzo nawiedzony,2013,Czarna komedia,Essence Atkins,6.1,29292
Wojownik,2011,Dramat,Joel Edgerton,7.8,96535
Wojownik,2011,Dramat,Tom Hardy,7.8,96535
Wojownik,2011,Sportowy,Joel Edgerton,7.8,96535
Wojownik,2011,Sportowy,Tom Hardy,7.8,96535
Wiedźmin,2001,Fantasy,Michał Żebrowski,3.9,53288
Wiedźmin,2001,Fantasy,Zbigniew Zamachowski,3.9,53288
Wiedźmin,2001,Przygodowy,Michał Żebrowski,3.9,53288
Wiedźmin,2001,Przygodowy,Zbigniew Zamachowski,3.9,53288
Ostatniej nocy w Soho,2021,Horror,Thomasin McKenzie,6.7,20019
Ostatniej nocy w Soho,2021,Horror,Anya Taylor-Joy,6.7,20019
Marzyciele,2003,Dramat,Michael Pitt,7.3,64122
Marzyciele,2003,Dramat,Eva Green,7.3,64122
Operacja Anthropoid,2016,Wojenny,Cillian Murphy,6.9,9651
Operacja Anthropoid,2016,Wojenny,Jamie Dornan,6.9,9651
Granice namiętności,2008,Biograficzny,Sienna Miller,6.7,14854
Granice namiętności,2008,Biograficzny,Keira Knightley,6.7,14854
Granice namiętności,2008,Melodramat,Sienna Miller,6.7,14854
Granice namiętności,2008,Melodramat,Keira Knightley,6.7,14854
Granice namiętności,2008,Wojenny,Sienna Miller,6.7,14854
Granice namiętności,2008,Wojenny,Keira Knightley,6.7,14854
Noc w raju,2020,Dramat,Tae-goo Eom,6.5,1002
Noc w raju,2020,Dramat,Yeo-bin Jeon,6.5,1002
Aspiracje,2022,Dramat,Alex Gonzaga,4.8,41
Aspiracje,2022,Dramat,JC de Vera,4.8,41
Aspiracje,2022,Komedia,Alex Gonzaga,4.8,41
Aspiracje,2022,Komedia,JC de Vera,4.8,41
Aspiracje,2022,Romans,Alex Gonzaga,4.8,41
Aspiracje,2022,Romans,JC de Vera,4.8,41
Przyjaciel do końca świata,2012,Dramat,Steve Carell,6.3,33845
Przyjaciel do końca świata,2012,Dramat,Keira Knightley,6.3,33845
Przyjaciel do końca świata,2012,Komedia,Steve Carell,6.3,33845
Przyjaciel do końca świata,2012,Komedia,Keira Knightley,6.3,33845
Przyjaciel do końca świata,2012,Romans,Steve Carell,6.3,33845
Przyjaciel do końca świata,2012,Romans,Keira Knightley,6.3,33845
Kiedy nikt nie patrzy,2021,Thriller,Sydney Sweeney,5.5,2845
Kiedy nikt nie patrzy,2021,Thriller,Justice Smith,5.5,2845
Dom,2022,Animacja,Helena Bonham Carter,6.8,7171
Dom,2022,Animacja,Matthew Goode,6.8,7171
Dom,2022,Czarna komedia,Helena Bonham Carter,6.8,7171
Dom,2022,Czarna komedia,Matthew Goode,6.8,7171
Witamy u Rileyów,2010,Dramat,James Gandolfini,7.0,13765
Witamy u Rileyów,2010,Dramat,Kristen Stewart,7.0,13765
Pionierzy,2018,Dokumentalny,nan,7.3,8
Chmara,2020,Horror,Suliane Brahim,139.0,2320
Chmara,2020,Horror,Sofian Khammes,139.0,2320
Dom z koszmarów,2021,Horror,Ashley Greene,552.0,8512
Dom z koszmarów,2021,Horror,Shawn Ashmore,552.0,8512
Kobieta w oknie,2021,Kryminał,Amy Adams,5439.0,21991
Kobieta w oknie,2021,Kryminał,Fred Hechinger,5439.0,21991
Kobieta w oknie,2021,Thriller,Amy Adams,5439.0,21991
Kobieta w oknie,2021,Thriller,Fred Hechinger,5439.0,21991
Kobieta w oknie,2021,Psychologiczny,Amy Adams,5439.0,21991
Kobieta w oknie,2021,Psychologiczny,Fred Hechinger,5439.0,21991
A miało być tak pięknie,2021,Komedia rom.,Iliza Shlesinger,165.0,2721
A miało być tak pięknie,2021,Komedia rom.,Ryan Hansen,165.0,2721
Smok życzeń,2021,Animacja,Jimmy Wong,802.0,8234
Smok życzeń,2021,Animacja,John Cho,802.0,8234
Smok życzeń,2021,Fantasy,Jimmy Wong,802.0,8234
Smok życzeń,2021,Fantasy,John Cho,802.0,8234
Smok życzeń,2021,Przygodowy,Jimmy Wong,802.0,8234
Smok życzeń,2021,Przygodowy,John Cho,802.0,8234
Uwierzcie mi: Porwanie Lisy McVey,2018,Dramat,David James Elliott,2301.0,8902
Uwierzcie mi: Porwanie Lisy McVey,2018,Dramat,Katie Douglas,2301.0,8902
Uwierzcie mi: Porwanie Lisy McVey,2018,Kryminał,David James Elliott,2301.0,8902
Uwierzcie mi: Porwanie Lisy McVey,2018,Kryminał,Katie Douglas,2301.0,8902
Małe kobietki,2019,Melodramat,Saoirse Ronan,25956.0,69798
Małe kobietki,2019,Melodramat,Emma Watson,25956.0,69798
David,2020,Czarna komedia,William Jackson Harper,39.0,297
David,2020,Czarna komedia,Fred Hechinger,39.0,297
David,2020,Krótkometrażowy,William Jackson Harper,39.0,297
David,2020,Krótkometrażowy,Fred Hechinger,39.0,297
Zabawa w pochowanego,2019,Horror,Samara Weaving,9293.0,36361
Zabawa w pochowanego,2019,Horror,Adam Brody,9293.0,36361
Zabawa w pochowanego,2019,Czarna komedia,Samara Weaving,9293.0,36361
Zabawa w pochowanego,2019,Czarna komedia,Adam Brody,9293.0,36361
365 dni,2020,Erotyczny,Anna-Maria Sieklucka,6349.0,101666
365 dni,2020,Erotyczny,Michele Morrone,6349.0,101666
Rytuał,2017,Horror,Rafe Spall,4613.0,42888
Rytuał,2017,Horror,Robert James-Collier,4613.0,42888
Inni,2001,Thriller,Nicole Kidman,29252.0,209600
Inni,2001,Thriller,Fionnula Flanagan,29252.0,209600
Ładunek,2017,Thriller,Martin Freeman,3574.0,15304
Ładunek,2017,Thriller,Simone Landers,3574.0,15304
Dziwak,2014,Thriller,Mark Duplass,3935.0,13989
Dziwak,2014,Thriller,Patrick Brice,3935.0,13989
Dziwak 2,2017,Horror,Mark Duplass,944.0,7351
Dziwak 2,2017,Horror,Desiree Akhavan,944.0,7351
Split,2016,Thriller,James McAvoy,40075.0,181505
Split,2016,Thriller,Anya Taylor-Joy,40075.0,181505
O wszystko zadbam,2020,Thriller,Rosamund Pike,5.9,53316
O wszystko zadbam,2020,Thriller,Peter Dinklage,5.9,53316
Zakochany do szaleństwa,2021,Komedia rom.,Álvaro Cervantes,6.4,5021
Zakochany do szaleństwa,2021,Komedia rom.,Susana Abaitua,6.4,5021
Seo-ul seo-ching,2015,Dramat,Justin Chon,6.4,348
Seo-ul seo-ching,2015,Dramat,Jessika Van,6.4,348
Seo-ul seo-ching,2015,Komedia,Justin Chon,6.4,348
Seo-ul seo-ching,2015,Komedia,Jessika Van,6.4,348
Cud w celi nr 7,2019,Dramat,Aras Bulut İynemli,8.3,21614
Cud w celi nr 7,2019,Dramat,Nisa Sofiya Aksongur,8.3,21614
Eun-mil-ha-gae Eui-dae-ha-gae,2013,Dramat,Soo-Hyun Kim,7.4,1771
Eun-mil-ha-gae Eui-dae-ha-gae,2013,Dramat,Gi-woong Park,7.4,1771
Eun-mil-ha-gae Eui-dae-ha-gae,2013,Komedia,Soo-Hyun Kim,7.4,1771
Eun-mil-ha-gae Eui-dae-ha-gae,2013,Komedia,Gi-woong Park,7.4,1771
Eun-mil-ha-gae Eui-dae-ha-gae,2013,Akcja,Soo-Hyun Kim,7.4,1771
Eun-mil-ha-gae Eui-dae-ha-gae,2013,Akcja,Gi-woong Park,7.4,1771
Mi-nyeo-neun Goi-ro-wa,2006,Komedia rom.,Ah-jung Kim,6.8,2188
Mi-nyeo-neun Goi-ro-wa,2006,Komedia rom.,Jin-mo Ju,6.8,2188
Śmierć nadejdzie dziś 2,2019,Horror,Jessica Rothe,5.8,20054
Śmierć nadejdzie dziś 2,2019,Horror,Israel Broussard,5.8,20054
Śmierć nadejdzie dziś 2,2019,Komedia,Jessica Rothe,5.8,20054
Śmierć nadejdzie dziś 2,2019,Komedia,Israel Broussard,5.8,20054
"Jakby coś, kocham was",2020,Dramat,Krótkometrażowy,6.6,8972
"Jakby coś, kocham was",2020,Dramat,Animacja dla dorosłych,6.6,8972
Zamiana z księżniczką 2,2020,Romans,Vanessa Hudgens,5.1,9868
Zamiana z księżniczką 2,2020,Romans,Suanne Braun,5.1,9868
Zamiana z księżniczką 2,2020,Świąteczny,Vanessa Hudgens,5.1,9868
Zamiana z księżniczką 2,2020,Świąteczny,Suanne Braun,5.1,9868
Arachnofobia,1990,Horror,Jeff Daniels,6.0,10429
Arachnofobia,1990,Horror,Harley Jane Kozak,6.0,10429
#Alive,2020,Thriller,Shin-hye Park,5.7,8501
#Alive,2020,Thriller,Ah-in Yoo,5.7,8501
Sekret: Odważ się marzyć,2020,Melodramat,Katie Holmes,6.1,8639
Sekret: Odważ się marzyć,2020,Melodramat,Josh Lucas,6.1,8639
Sekret,2006,Dokumentalny,Lisa Nichols,6.1,6232
Sekret,2006,Dokumentalny,Peter Lucas,6.1,6232
Tata poszukiwany,2020,Familijny,Natalia Coronado,5.8,786
Tata poszukiwany,2020,Familijny,Juan Pablo Medina,5.8,786
Tata poszukiwany,2020,Komedia,Natalia Coronado,5.8,786
Tata poszukiwany,2020,Komedia,Juan Pablo Medina,5.8,786
Piosenka dla Latashy,2019,Dokumentalny,Krótkometrażowy,5.8,1043
Piosenka dla Latashy,2019,Dokumentalny,Brittany Hudson,5.8,1043
Amanda Knox,2016,Dokumentalny,Amanda Knox,6.4,6727
Amanda Knox,2016,Dokumentalny,Raffaele Sollecito,6.4,6727
Amanda Knox,2016,True crime,Amanda Knox,6.4,6727
Amanda Knox,2016,True crime,Raffaele Sollecito,6.4,6727
Porwana w biały dzień,2017,Dokumentalny,nan,6.4,2263
Porwana w biały dzień,2017,True crime,nan,6.4,2263
"Powiedz mi, kim jestem",2019,Dokumentalny,nan,7.4,3023
"Powiedz mi, kim jestem",2019,True crime,nan,7.4,3023
Morderstwo po amerykańsku: Zwyczajna rodzina,2020,Dokumentalny,nan,6.8,14639
Morderstwo po amerykańsku: Zwyczajna rodzina,2020,True crime,nan,6.8,14639
Do wszystkich chłopców: P.S. Wciąż cię kocham,2020,Romans,Lana Condor,5.7,24379
Do wszystkich chłopców: P.S. Wciąż cię kocham,2020,Romans,Noah Centineo,5.7,24379
Do wszystkich chłopców: P.S. Wciąż cię kocham,2020,Dla młodzieży,Lana Condor,5.7,24379
Do wszystkich chłopców: P.S. Wciąż cię kocham,2020,Dla młodzieży,Noah Centineo,5.7,24379
Skok przez płot,2006,Animacja,Garry Shandling,6.7,65110
Skok przez płot,2006,Animacja,Bruce Willis,6.7,65110
Skok przez płot,2006,Familijny,Garry Shandling,6.7,65110
Skok przez płot,2006,Familijny,Bruce Willis,6.7,65110
Blue Jay,2016,Dramat,Mark Duplass,7.4,7714
Blue Jay,2016,Dramat,Sarah Paulson,7.4,7714
Chemical Hearts,2020,Melodramat,Lili Reinhart,6.1,2076
Chemical Hearts,2020,Melodramat,Austin Abrams,6.1,2076
Diabeł: Inkarnacja,2018,Horror,Shay Mitchell,4.8,14431
Diabeł: Inkarnacja,2018,Horror,Grey Damon,4.8,14431
Zombieland: Kulki w łeb,2019,Horror,Woody Harrelson,6.2,35237
Zombieland: Kulki w łeb,2019,Horror,Jesse Eisenberg,6.2,35237
Zombieland: Kulki w łeb,2019,Komedia,Woody Harrelson,6.2,35237
Zombieland: Kulki w łeb,2019,Komedia,Jesse Eisenberg,6.2,35237
The Kissing Booth 2,2020,Komedia rom.,Joey King,6.0,19268
The Kissing Booth 2,2020,Komedia rom.,Jacob Elordi,6.0,19268
The Kissing Booth 2,2020,Dla młodzieży,Joey King,6.0,19268
The Kissing Booth 2,2020,Dla młodzieży,Jacob Elordi,6.0,19268
Platforma,2019,Thriller,Ivan Massagué,6.5,55709
Platforma,2019,Thriller,Zorion Eguileor,6.5,55709
Platforma,2019,Sci-Fi,Ivan Massagué,6.5,55709
Platforma,2019,Sci-Fi,Zorion Eguileor,6.5,55709
Wśród chwastów,2018,Dramat,Kheiron,7.5,9813
Wśród chwastów,2018,Dramat,Catherine Deneuve,7.5,9813
Wśród chwastów,2018,Komedia,Kheiron,7.5,9813
Wśród chwastów,2018,Komedia,Catherine Deneuve,7.5,9813
Wyspa Fantazji,2020,Horror,Michael Peña,4.7,14214
Wyspa Fantazji,2020,Horror,Maggie Q,4.7,14214
Wyspa Fantazji,2020,Przygodowy,Michael Peña,4.7,14214
Wyspa Fantazji,2020,Przygodowy,Maggie Q,4.7,14214
Tune in for Love,2019,Romans,Go-eun Kim,6.8,921
Tune in for Love,2019,Romans,Hae-in Jung,6.8,921
Jumanji: Następny poziom,2019,Fantasy,Dwayne Johnson,6.4,42983
Jumanji: Następny poziom,2019,Fantasy,Jack Black,6.4,42983
Jumanji: Następny poziom,2019,Przygodowy,Dwayne Johnson,6.4,42983
Jumanji: Następny poziom,2019,Przygodowy,Jack Black,6.4,42983
Circle,2015,Horror,Julie Benz,5.7,26119
Circle,2015,Horror,Matt Corboy,5.7,26119
Circle,2015,Sci-Fi,Julie Benz,5.7,26119
Circle,2015,Sci-Fi,Matt Corboy,5.7,26119
"Żyj dwa razy, kochaj raz",2019,Dramat,Oscar Martínez,7.2,8216
"Żyj dwa razy, kochaj raz",2019,Dramat,Inma Cuesta,7.2,8216
W śnieżną noc,2019,Komedia rom.,Mitchell Hope,5.4,13077
W śnieżną noc,2019,Komedia rom.,Isabela Merced,5.4,13077
W śnieżną noc,2019,Świąteczny,Mitchell Hope,5.4,13077
W śnieżną noc,2019,Świąteczny,Isabela Merced,5.4,13077
Zombie express,2016,Horror,Yoo Gong,6.7,41869
Zombie express,2016,Horror,Su-an Kim,6.7,41869
Ten pierwszy raz,1999,Komedia rom.,Drew Barrymore,6.0,9932
Ten pierwszy raz,1999,Komedia rom.,Michael Vartan,6.0,9932
Trauma,2019,Thriller,Sam Worthington,6.5,36736
Trauma,2019,Thriller,Lily Rabe,6.5,36736
Szkoła melanżu,2019,Komedia,Kaitlyn Dever,6.1,13700
Szkoła melanżu,2019,Komedia,Beanie Feldstein,6.1,13700
Co z nich wyrośnie?,2018,Komedia,Matthew Goode,5.7,1001
Co z nich wyrośnie?,2018,Komedia,Toni Collette,5.7,1001
Najlepsze najgorsze wakacje,2013,Dramat,Liam James,6.8,49816
Najlepsze najgorsze wakacje,2013,Dramat,Toni Collette,6.8,49816
Najlepsze najgorsze wakacje,2013,Komedia,Liam James,6.8,49816
Najlepsze najgorsze wakacje,2013,Komedia,Toni Collette,6.8,49816
Szkoła grozy,2018,Horror,Bea Alonzo,4.6,1958
Szkoła grozy,2018,Horror,Charo Santos-Concio,4.6,1958
Boski chillout,2008,Komedia kryminalna,Seth Rogen,6.3,31132
Boski chillout,2008,Komedia kryminalna,James Franco,6.3,31132
Ups! Arka odpłynęła,2015,Animacja,Olaf Lubaszenko,5.8,6155
Ups! Arka odpłynęła,2015,Animacja,Bernard Lewandowski,5.8,6155
Ups! Arka odpłynęła,2015,Komedia,Olaf Lubaszenko,5.8,6155
Ups! Arka odpłynęła,2015,Komedia,Bernard Lewandowski,5.8,6155
Ups! Arka odpłynęła,2015,Przygodowy,Olaf Lubaszenko,5.8,6155
Ups! Arka odpłynęła,2015,Przygodowy,Bernard Lewandowski,5.8,6155
Proza życia,2017,Dramat,Ben Stiller,6.2,3225
Proza życia,2017,Dramat,Austin Abrams,6.2,3225
Proza życia,2017,Komedia,Ben Stiller,6.2,3225
Proza życia,2017,Komedia,Austin Abrams,6.2,3225
Gęsia skórka,2015,Horror,Jack Black,5.8,23626
Gęsia skórka,2015,Horror,Dylan Minnette,5.8,23626
Gęsia skórka,2015,Komedia,Jack Black,5.8,23626
Gęsia skórka,2015,Komedia,Dylan Minnette,5.8,23626
Gęsia skórka,2015,Przygodowy,Jack Black,5.8,23626
Gęsia skórka,2015,Przygodowy,Dylan Minnette,5.8,23626
Za jakie grzechy,2009,Komedia rom.,Renée Zellweger,5.8,25557
Za jakie grzechy,2009,Komedia rom.,Siobhan Fallon Hogan,5.8,25557
Rybki z ferajny,2004,Animacja,Will Smith,6.6,93986
Rybki z ferajny,2004,Animacja,Robert De Niro,6.6,93986
Rybki z ferajny,2004,Familijny,Will Smith,6.6,93986
Rybki z ferajny,2004,Familijny,Robert De Niro,6.6,93986
Rybki z ferajny,2004,Komedia,Will Smith,6.6,93986
Rybki z ferajny,2004,Komedia,Robert De Niro,6.6,93986
Miłość pod jednym dachem,2019,Komedia rom.,Christina Milian,5.5,17294
Miłość pod jednym dachem,2019,Komedia rom.,Adam Demos,5.5,17294
Powrót do szkoły,2019,Komedia,Jérôme Niel,4.9,1529
Powrót do szkoły,2019,Komedia,Ludovik Day,4.9,1529
Nic do ukrycia,2018,Komedia,Bérénice Bejo,6.3,13321
Nic do ukrycia,2018,Komedia,Suzanne Clément,6.3,13321
Upiorne opowieści po zmroku,2019,Horror,Zoe Margaret Colletti,5.8,21036
Upiorne opowieści po zmroku,2019,Horror,Michael Garza,5.8,21036
"Seksualni, niebezpieczni",2011,Komedia,Simon Bird,5.2,11840
"Seksualni, niebezpieczni",2011,Komedia,James Buckley,5.2,11840
Ostre siatkarki,2018,Czarna komedia,Tiphaine Daviot,2.9,2394
Ostre siatkarki,2018,Czarna komedia,Manon Azem,2.9,2394
Sekretna obsesja,2019,Thriller,Brenda Song,4.8,17151
Sekretna obsesja,2019,Thriller,Mike Vogel,4.8,17151
Dom snów,2011,Thriller,Daniel Craig,6.7,81693
Dom snów,2011,Thriller,Naomi Watts,6.7,81693
Mamusie bez synusiów,2019,Komedia,Sinqua Walls,5.7,10017
Mamusie bez synusiów,2019,Komedia,Jake Hoffman,5.7,10017
Śnię w obcym języku,2017,Dramat,Fernando Álvarez Rebeil,6.5,752
Śnię w obcym języku,2017,Dramat,Eligio Meléndez,6.5,752
Jednorożec,2018,Komedia,Lauren Lapkus,4.3,279
Jednorożec,2018,Komedia,Nicholas Rutherford,4.3,279
Share,2015,Dramat,Taissa Farmiga,5.3,130
Share,2015,Dramat,Keir Gilchrist,5.3,130
Share,2015,Krótkometrażowy,Taissa Farmiga,5.3,130
Share,2015,Krótkometrażowy,Keir Gilchrist,5.3,130
Zwykłe chwile,2018,Dramat,Molly Ringwald,5.6,465
Zwykłe chwile,2018,Dramat,Jemima Kirke,5.6,465
Pamiętnik księżniczki,2001,Familijny,Anne Hathaway,6.4,91024
Pamiętnik księżniczki,2001,Familijny,Julie Andrews,6.4,91024
Pamiętnik księżniczki,2001,Komedia,Anne Hathaway,6.4,91024
Pamiętnik księżniczki,2001,Komedia,Julie Andrews,6.4,91024
Klub kanibali,2018,Horror,Ana Luiza Rios,4.1,989
Klub kanibali,2018,Horror,Tavinho Teixeira,4.1,989
